dblp,journals/vldb/LometS97,Concurrency and Recovery for Index Trees,David B. Lomet, Betty Salzberg,VLDB J.,1997,,,,,,,
acm,615196,DECLARE and SDS: early efforts to commercialize deductive database technology,"Werner Kie&#223;ling, Helmut Schmidt, Werner Strau&#223;, Gerhard D&#252;nzinger",The VLDB Journal &mdash, The International Journal on Very Large Data Bases,1994,,,,,,,
acm,234893,On the cost of monitoring and reorganization of object bases for clustering,"Carsten A. Gerlhof, Alfons Kemper, Guido Moerkotte",ACM SIGMOD Record,1996,,,,,,,,
acm,671203,The National Medical Knowledge Bank,Warren Sterling,Very Large Data Bases,1998,,,,,,,,
acm,276353,High-dimensional index structures database support for next decade's applications (tutorial),"Stefan Berchtold, Daniel A. Keim",International Conference on Management of Data,1998,,,,,,,,
dblp,conf/vldb/NaumannLF99,Quality-driven Integration of Heterogenous Information Systems,"Johann Christoph Freytag, Felix Naumann, Ulf Leser",VLDB,1999,,,,,,,,
acm,671525,"Active Storage Hierarchy, Database Systems and Applications - Socratic Exegesis","Felipe Cari&#241;o, William O'Connell, John Burgess, Joel H. Saltz",Very Large Data Bases,1999,,,,,,,,
acm,271087,Workshop on workflow management in scientific and engineering applications-report,"R. McClatchey, G. Vossen",ACM SIGMOD Record,1997,,,,,,,,
dblp,conf/sigmod/GoyalHKMSZ97,Picture Programming Project,"Nita Goyal, Moshé M. Zloof, Charles Hoch, Michael Suckow, Ravi Krishnamurthy, Brian Meckler",SIGMOD Conference,1997,,,,,,,,
acm,673138,Procedures in Object-Oriented Query Languages,"Kazimierz Subieta, Yahiko Kambayashi, Jacek Leszczylowski",Very Large Data Bases,1995,,,,,,,,
acm,233351,Goal-oriented buffer management revisited,"Kurt P. Brown, Michael J. Carey, Miron Livny",International Conference on Management of Data,1996,,,,,,,,
dblp,conf/vldb/ZhangL97,Dynamic Memory Adjustment for External Mergesort,"Weiye Zhang, Per-Åke Larson",VLDB,1997,,,,,,,,
dblp,conf/vldb/BerckenS01,An Evaluation of Generic Bulk Loading Techniques,"Jochen Van den Bercken, Bernhard Seeger",VLDB,2001,,,,,,,,
dblp,journals/vldb/MihailaRT02,Locating and accessing data repositories with WebSemantics,"George A. Mihaila, Louiqa Raschid, Anthony Tomasic",VLDB J.,2002,,,,,,,,
acm,564706,APEX: an adaptive path index for XML data,"Chin-Wan Chung, Jun-Ki Min, Kyuseok Shim",International Conference on Management of Data,2002,,,,,,,,
acm,672198,Fast Evaluation Techniques for Complex Similarity Queries,"Klemens B&#246;hm, Michael Mlivoncic, Hans-J&#246;rg Schek, Roger Weber",Very Large Data Bases,2001,,,,,,,,
acm,223868,Research and products-are they relevant to each other? (panel session),Herb Edelstein,International Conference on Management of Data,1995,,,,,,,,
dblp,journals/tods/ChakrabartiKMP02,Locally adaptive dimensionality reduction for indexing large time series databases,"Kaushik Chakrabarti, Eamonn J. Keogh, Michael J. Pazzani, Sharad Mehrotra",ACM Trans. Database Syst.,2002,,,,,,,,
dblp,conf/vldb/Brodie00,"Panel: Future Directions of Database Research - The VLDB Broadening Strategy, Part 2",Michael L. Brodie,VLDB,2000,,,,,,,,
dblp,conf/vldb/ManolescuFKXO00,Agora: Living with XML and Relational,"Daniela Florescu, Donald Kossmann, Dan Olteanu, Ioana Manolescu, Florian Xhumari",VLDB,2000,,,,,,,,
acm,233352,Multi-dimensional resource scheduling for parallel queries,"Minos N. Garofalakis, Yannis E. Ioannidis",International Conference on Management of Data,1996,,,,,,,,
dblp,conf/vldb/TriantafillouP97,On-Demand Data Elevation in Hierarchical Multimedia Storage Servers,"Thomas Papadakis, Peter Triantafillou",VLDB,1997,,,,,,,,
dblp,conf/vldb/SakuraiYKU01,Similarity Search for Adaptive Ellipsoid Queries Using Spatial Transformation,"Yasushi Sakurai, Shunsuke Uemura, Masatoshi Yoshikawa, Ryoji Kataoka",VLDB,2001,,,,,,,,
acm,280349,databases and visualization,Daniel A. Keim,International Conference on Management of Data,1996,,,,,,,,
dblp,conf/vldb/LuOT94,On Spatially Partitioned Temporal Join,"Beng Chin Ooi, Kian-Lee Tan, Hongjun Lu",VLDB,1994,,,,,,,,
acm,304190,Efficient concurrency control for broadcast environments,"Jayavel Shanmugasundaram, Arvind Nithrakashyap, Rajendran Sivasankaran, Krithi Ramamritham",International Conference on Management of Data,1999,,,,,,,,
acm,765535,Integrating reliable memory in databases,"Wee Teck Ng, Peter M. Chen",The VLDB Journal &mdash, The International Journal on Very Large Data Bases,1998,,,,,,,
dblp,conf/vldb/SubietaKL95,Procedures in Object-Oriented Query Languages,"Kazimierz Subieta, Jacek Leszczylowski, Yahiko Kambayashi",VLDB,1995,,,,,,,,
dblp,journals/sigmod/MaximilienS02,Conceptual Model of Web Service Reputation,"Munindar P. Singh, E. Michael Maximilien",SIGMOD Record,2002,,,,,,,,
dblp,conf/vldb/ShengBDM02,SELF-SERV: A Platform for Rapid Composition of Web Services in a Peer-to-Peer Environment,"Eileen Oi-Yan Mak, Quan Z. Sheng, Boualem Benatallah, Marlon Dumas",VLDB,2002,,,,,,,,
acm,765506,Supporting efficient multimedia database exploration,"Wen-Syan Li, K.Sel&#231;uk Candan, Kyoji Hirata, Yoshinori Hara",The VLDB Journal &mdash, The International Journal on Very Large Data Bases,2001,,,,,,,
dblp,journals/vldb/RamamrithamC96,A Taxonomy of Correctness Criteria in Database Applications,"Krithi Ramamritham, Panos K. Chrysanthis",VLDB J.,1996,,,,,,,,
acm,174640,A taxonomy for secure object-oriented databases,"Martin S. Olivier, Sebastiaan H. von Solms",ACM Transactions on Database Systems (TODS),1994,,,,,,,,
acm,375764,Securing XML documents: the author-X project demonstration,"Elisa Bertino, Silvana Castano, Elena Ferrari",International Conference on Management of Data,2001,,,,,,,,
acm,767096,Locating and accessing data repositories with WebSemantics,"George A. Mihaila, Louiqa Raschid, Anthony Tomasic",The VLDB Journal &mdash, The International Journal on Very Large Data Bases,2002,,,,,,,
acm,777003,Career forum,Alexandros Labrinidis,ACM SIGMOD Record,2003,,,,,,,,
dblp,journals/sigmod/BurtonM98,Applications of the JAVA Programming Language to Database Management,"V. Wiktor Marek, Bradley F. Burton",SIGMOD Record,1998,,,,,,,,
acm,185828,Automatic generation of production rules for integrity maintenance,"Stefano Ceri, Piero Fraternali, Stefano Paraboschi, Letizia Tanca",ACM Transactions on Database Systems (TODS),1994,,,,,,,,
acm,310075,"SQL: 1999, formerly known as SQL3","Andrew Eisenberg, Jim Melton",ACM SIGMOD Record,1999,,,,,,,,
dblp,journals/vldb/Baumann94,Management of Multidimensional Discrete Data,Peter Baumann,VLDB J.,1994,,,,,,,,
dblp,journals/tods/EiterLLS01,Probabilistic object bases,"Thomas Eiter, V. S. Subrahmanian, Thomas Lukasiewicz, James J. Lu",ACM Trans. Database Syst.,2001,,,,,,,,
dblp,journals/sigmod/EisenbergM98,Standards in Practice,"Jim Melton, Andrew Eisenberg",SIGMOD Record,1998,,,,,,,,
acm,670993,Fast Computation of Sparse Datacubes,"Kenneth A. Ross, Divesh Srivastava",Very Large Data Bases,1997,,,,,,,,
dblp,journals/vldb/AbiteboulB95,The Power of Languages for the Manipulation of Complex Values,"Serge Abiteboul, Catriel Beeri",VLDB J.,1995,,,,,,,,
dblp,conf/sigmod/ShintaniK98,Parallel Mining Algorithms for Generalized Association Rules with Classification Hierarchy,"Masaru Kitsuregawa, Takahiko Shintani",SIGMOD Conference,1998,,,,,,,,
dblp,conf/vldb/MorimotoIM97,Efficient Construction of Regression Trees with Range and Region Splitting,"Shinichi Morishita, Yasuhiko Morimoto, Hiromu Ishii",VLDB,1997,,,,,,,,
dblp,conf/sigmod/MaratheS99,Query Processing Techniques for Arrays,"Kenneth Salem, Arunprasad P. Marathe",SIGMOD Conference,1999,,,,,,,,
dblp,conf/sigmod/BaruFGHJPW95,An Overview of DB2 Parallel Edition,"Walter G. Wilson, Ambuj Goyal, Sriram Padmanabhan, Gilles Fecteau, Anant Jhingran, Chaitanya K. Baru, Hui-I Hsiao",SIGMOD Conference,1995,,,,,,,,
dblp,conf/vldb/BridgeJKLLM97,The Oracle Universal Server Buffer,"Ashok Joshi, N. MacNaughton, Juan Loaiza, M. Keihl, Tirthankar Lahiri, William Bridge",VLDB,1997,,,,,,,,
dblp,conf/sigmod/CallanCD99,Automatic Discovery of Language Models for Text Databases,"Aiqun Du, James P. Callan, Margaret E. Connell",SIGMOD Conference,1999,,,,,,,,
acm,764214,Functional-join processing,"R. Braumandl, J. Claussen, A. Kemper, D. Kossmann",The VLDB Journal &mdash, The International Journal on Very Large Data Bases,2000,,,,,,,
acm,187458,Medical information systems: characterization and challenges,"Jorge C. G. Ramirez, Lon A. Smith, Lynn L. Peterson",ACM SIGMOD Record,1994,,,,,,,,
acm,564726,Efficient algorithms for minimizing tree pattern queries,Prakash Ramanan,International Conference on Management of Data,2002,,,,,,,,
dblp,conf/sigmod/JohnsonD03,Data Quality and Data Cleaning: An Overview,"Theodore Johnson, Tamraparni Dasu",SIGMOD Conference,2003,,,,,,,,
dblp,journals/tods/Bohm00,A cost model for query processing in high dimensional data spaces,Christian Böhm,ACM Trans. Database Syst.,2000,,,,,,,,
acm,233348,An open abstract-object storage system,"Stephen Blott, Lukas Relly, Hans-J&#246;rg Schek",International Conference on Management of Data,1996,,,,,,,,
dblp,conf/sigmod/2003,"Proceedings of the 2003 ACM SIGMOD International Conference on Management of Data, San Diego, California, USA, June 9-12, 2003",?,SIGMOD Conference,2003,,,,,,,,
acm,672175,Storage and Querying of E-Commerce Data,"Rakesh Agrawal, Amit Somani, Yirong Xu",Very Large Data Bases,2001,,,,,,,,
dblp,conf/sigmod/LiC95,Semint: A System Prototype for Semantic Integration in Heterogeneous Databases,"Wen-Syan Li, Chris Clifton",SIGMOD Conference,1995,,,,,,,,
dblp,conf/vldb/JohnsonM98,Performance Measurements of Tertiary Storage Devices,"Ethan L. Miller, Theodore Johnson",VLDB,1998,,,,,,,,
acm,262769,Report on DART '96: databases: active and real-time (concepts meet practice),"Krithi Ramamritham, Nandit Soparkar",ACM SIGMOD Record,1997,,,,,,,,
dblp,conf/sigmod/CareyMN97,"Object-Relational Database Systems: Principles, Products, and Challenges (Tutorial)","Michael J. Carey, Anil Nori, Nelson Mendonça Mattos",SIGMOD Conference,1997,,,,,,,,
dblp,conf/vldb/AgrawalPWZ95,Querying Shapes of Histories,"Mohamed Zaït, Giuseppe Psaila, Edward L. Wimmers, Rakesh Agrawal",VLDB,1995,,,,,,,,
acm,872842,CMVF: a novel dimension reduction scheme for efficient indexing in a large image database,"Jialie Shen, Anne H. H. Ngu, John Shepherd, Du Q. Huynh, Quan Z. Sheng",International Conference on Management of Data,2003,,,,,,,,
acm,276346,Memory management during run generation in external sorting,"Per-&#197;ke Larson, Goetz Graefe",International Conference on Management of Data,1998,,,,,,,,
acm,872826,A framework for diagnosing changes in evolving data streams,Charu C. Aggarwal,International Conference on Management of Data,2003,,,,,,,,
acm,293152,An efficient method for checking object-oriented database schema correctness,"A. Formica, H. D. Groger, M. Missikoff",ACM Transactions on Database Systems (TODS),1998,,,,,,,,
acm,673149,L/MRP: A Buffer Management Strategy for Interactive Continuous Data Flows in a Multimedia DBMS,"Frank Moser, Achim Kraiss, Wolfgang Klas",Very Large Data Bases,1995,,,,,,,,
acm,615229,Themis: a database programming language handling integrity constraints,"V&#233;ronique Benzaken, Anne Doucet",The VLDB Journal &mdash, The International Journal on Very Large Data Bases,1995,,,,,,,
dblp,conf/sigmod/AdelbergGW97,The STRIP Rule System For Efficiently Maintaining Derived Data,"Hector Garcia-Molina, Jennifer Widom, Brad Adelberg",SIGMOD Conference,1997,,,,,,,,
acm,223807,The merge/purge problem for large databases,"Mauricio A. Hern&#225;ndez, Salvatore J. Stolfo",International Conference on Management of Data,1995,,,,,,,,
dblp,conf/vldb/FaloutsosG96,Analysis of n-Dimensional Quadtrees using the Hausdorff Fractal Dimension,"Christos Faloutsos, Volker Gaede",VLDB,1996,,,,,,,,
dblp,conf/vldb/GravanoIJKMS01,Approximate String Joins in a Database (Almost) for Free,"Luis Gravano, H. V. Jagadish, Panagiotis G. Ipeirotis, S. Muthukrishnan, Divesh Srivastava, Nick Koudas",VLDB,2001,,,,,,,,
dblp,journals/sigmod/RamamrithamS97,Report on DART '96: Databases: Active and Real-Time (Concepts meet Practice),"Nandit Soparkar, Krithi Ramamritham",SIGMOD Record,1997,,,,,,,,
dblp,conf/vldb/Campbell99,"The New Locking, Logging, and Recovery Architecture of Microsoft SQL Server 7.0",David Campbell,VLDB,1999,,,,,,,,
dblp,conf/sigmod/AbiteboulBCMM03,Dynamic XML documents with distribution and replication,"Ioana Manolescu, Serge Abiteboul, Tova Milo, Angela Bonifati, Gregory Cobena",SIGMOD Conference,2003,,,,,,,,
dblp,conf/vldb/SimonD95,Promises and Realities of Active Database Systems,"Eric Simon, Angelika Kotz Dittrich",VLDB,1995,,,,,,,,
dblp,conf/sigmod/WangWYY02,Clustering by pattern similarity in large data sets,"Haixun Wang, Wei Wang, Philip S. Yu, Jiong Yang",SIGMOD Conference,2002,,,,,,,,
dblp,conf/vldb/JarkeKL00,The Challenge of Process Data Warehousing,"Matthias Jarke, Jörg Köller, Thomas List",VLDB,2000,,,,,,,,
dblp,journals/vldb/GibsonKR00,Clustering Categorical Data: An Approach Based on Dynamical Systems,"David Gibson, Jon M. Kleinberg, Prabhakar Raghavan",VLDB J.,2000,,,,,,,,
dblp,journals/sigmod/WenLMZ03,A Multi-paradigm Querying Approach for a Generic Multimedia Database Management System,"Ji-Rong Wen, Qing Li, Wei-Ying Ma, HongJiang Zhang",SIGMOD Record,2003,,,,,,,,
dblp,conf/sigmod/ChaudhuriMN98,Random Sampling for Histogram Construction: How much is enough?,"Vivek R. Narasayya, Rajeev Motwani, Surajit Chaudhuri",SIGMOD Conference,1998,,,,,,,,
dblp,conf/vldb/BargaP95,A Practical and Modular Implementation of Extended Transaction Models,"Roger S. Barga, Calton Pu",VLDB,1995,,,,,,,,
dblp,conf/sigmod/OConnellISWABCCLPWW96,A Content-Based Multimedia Server for Massively Parallel Architectures,"C. Watson, G. Linderman, Euthimios Panagos, T. Walters, Ion Tim Ieong, Alexandros Biliris, J. Wang, S. Choo, David Schrader, P. Colin, William O'Connell, Grace Au",SIGMOD Conference,1996,,,,,,,,
acm,672969,An Effective Deductive Object-Oriented Database Through Language Integration,"Maria L. Barja, Norman W. Paton, Alvaro A. A. Fernandes, M. Howard Williams, Andrew Dinn",Very Large Data Bases,1994,,,,,,,,
acm,223862,High availability of commercial applications,Kestutis Ivinskis,International Conference on Management of Data,1995,,,,,,,,
dblp,conf/sigmod/RundensteinerKZWLLN99,Evolvable View Environment (EVE): Non-Equivalent View Maintenance under Schema Changes,"Andreas Koeller, Amy J. Lee, Xin Zhang, Anisoara Nica, Elke A. Rundensteiner, Amber van Wyk, Yong Li",SIGMOD Conference,1999,,,,,,,,
dblp,conf/vldb/ShethKMWDLPLS96,Supporting State-Wide Immunisation Tracking Using Multi-Paradigm Workflow Technology,"Devashish Worah, Souvik Das, Ivan Shevchenko, Amit P. Sheth, John A. Miller, Chenye Lin, Devanand Palaniswami, Krys Kochut, John Lynch",VLDB,1996,,,,,,,,
dblp,conf/vldb/LiCHH97,Facilitating Multimedia Database Exploration through Visual Interfaces and Perpetual Query Reformulations,"Kyoji Hirata, Yoshinori Hara, Wen-Syan Li, K. Selçuk Candan",VLDB,1997,,,,,,,,
dblp,journals/sigmod/Gal99,Semantic Interoperability in Information Services: Experiencing with CoopWARE,Avigdor Gal,SIGMOD Record,1999,,,,,,,,
acm,671330,RainForest - A Framework for Fast Decision Tree Construction of Large Datasets,"Johannes Gehrke, Raghu Ramakrishnan, Venkatesh Ganti",Very Large Data Bases,1998,,,,,,,,
dblp,journals/sigmod/BonifatiC00,Comparative Analysis of Five XML Query Languages,"Angela Bonifati, Stefano Ceri",SIGMOD Record,2000,,,,,,,,
acm,344822,Comparative analysis of five XML query languages,"Angela Bonifati, Stefano Ceri",ACM SIGMOD Record,2000,,,,,,,,
acm,236712,Model and verification of a data manager based on ARIES,Dean Kuo,ACM Transactions on Database Systems (TODS),1996,,,,,,,,
acm,564749,Coordinating backup/recovery and data consistency between database and file systems,"Suparna Bhattacharya, C. Mohan, Karen W. Brannon, Inderpal Narang, Hui-I Hsiao, Mahadevan Subramanian",International Conference on Management of Data,2002,,,,,,,,
dblp,conf/sigmod/AtzeniT97,MDM: a Multiple-Data-Model Tool for the Management of Heterogeneous Database Schemes,"Paolo Atzeni, Riccardo Torlone",SIGMOD Conference,1997,,,,,,,,
acm,233324,BIRCH: an efficient data clustering method for very large databases,"Tian Zhang, Raghu Ramakrishnan, Miron Livny",International Conference on Management of Data,1996,,,,,,,,
acm,191970,XSB as a deductive database,"Konstantinos Sagonas, Terrance Swift, David S. Warren",International Conference on Management of Data,1994,,,,,,,,
dblp,journals/sigmod/Fankhauser01,XQuery Formal Semantics: State and Challenges,Peter Fankhauser,SIGMOD Record,2001,,,,,,,,
dblp,conf/sigmod/Hellerstein00,Index Research: Forest or Trees? (Panel Abstract),Joseph M. Hellerstein,SIGMOD Conference,2000,,,,,,,,
dblp,conf/sigmod/LaursenOP94,Oracle Media Server: Providing Consumer Based Interactive Access to Multimedia Data,"Mark Porter, Andrew Laursen, Jeffrey Olkin",SIGMOD Conference,1994,,,,,,,,
dblp,conf/sigmod/Aggarwal02,"Hierarchical subspace sampling: a unified framework for high dimensional data reduction, selectivity estimation and nearest neighbor search",Charu C. Aggarwal,SIGMOD Conference,2002,,,,,,,,
dblp,conf/vldb/DeenJNNW00,A 20/20 Vision of the VLDB-2020?,"Shamkant B. Navathe, Erich J. Neuhold, Gio Wiederhold, Anant Jhingran, S. Misbah Deen",VLDB,2000,,,,,,,,
dblp,conf/vldb/GarofalakisG02,Querying and Mining Data Streams: You Only Get One Look,"Minos N. Garofalakis, Johannes Gehrke",VLDB,2002,,,,,,,,
dblp,conf/vldb/CiliaHB02,Profiling and Internet Connectivity in Automotive Environments,"P. Hasselmayer, Mariano Cilia, Alejandro P. Buchmann",VLDB,2002,,,,,,,,
acm,672825,Content-Based Image Indexing,Tzi-cker Chiueh,Very Large Data Bases,1994,,,,,,,,
acm,335459,Going beyond personalization: rule engines at work,Eric Kintzer,International Conference on Management of Data,2000,,,,,,,,
acm,304194,Querying network directories,"H. V. Jagadish, Laks V. S. Lakshmanan, Tova Milo, Divesh Srivastava, Dimitra Vista",International Conference on Management of Data,1999,,,,,,,,
dblp,conf/vldb/AbiteboulBBCCDMMP03,Managing Distributed Workspaces with Active XML,"Angela Bonifati, Cosmin Cremarenco, Tova Milo, Gregory Cobena, Ioana Manolescu, Florin Dragan, Jérôme Baumgarten, Nicoleta Preda, Serge Abiteboul",VLDB,2003,,,,,,,,
dblp,journals/sigmod/ChangASS98,T2: A Customizable Parallel Database for Multi-Dimensional Data,"Alan Sussman, Anurag Acharya, Joel H. Saltz, Chialin Chang",SIGMOD Record,1998,,,,,,,,
acm,248617,Query previews for networked information systems: a case study with NASA environmental data,"Khoa Doan, Catherine Plaisant, Ben Shneiderman, Tom Bruns",ACM SIGMOD Record,1997,,,,,,,,
acm,671170,On the Discovery of Interesting Patterns in Association Rules,"Sridhar Ramaswamy, Sameer Mahajan, Abraham Silberschatz",Very Large Data Bases,1998,,,,,,,,
acm,673669,Fast Incremental Maintenance of Approximate Histograms,"Phillip B. Gibbons, Yossi Matias, Viswanath Poosala",Very Large Data Bases,1997,,,,,,,,
acm,335384,Density biased sampling: an improved method for data mining and clustering,"Christopher R. Palmer, Christos Faloutsos",International Conference on Management of Data,2000,,,,,,,,
dblp,journals/tods/GutingBEJLSV00,A foundation for representing and quering moving objects,"Michael H. Böhlen, Christian S. Jensen, Michalis Vazirgiannis, Nikos A. Lorentzos, Markus Schneider, Ralf Hartmut Güting, Martin Erwig",ACM Trans. Database Syst.,2000,,,,,,,,
dblp,conf/vldb/SistlaYH94,Reasoning About Spatial Relationships in Picture Retrieval Systems,"Clement T. Yu, A. Prasad Sistla, R. Haddad",VLDB,1994,,,,,,,,
acm,777946,On the computation of relational view complements,"Jens Lechtenb&#246;rger, Gottfried Vossen",ACM Transactions on Database Systems (TODS),2003,,,,,,,,
dblp,journals/vldb/GeorgakopoulosRL94,Chronological Scheduling of Transactions with Temporal Dependencies,"Marek Rusinkiewicz, Dimitrios Georgakopoulos, Witold Litwin",VLDB J.,1994,,,,,,,,
dblp,conf/vldb/ShivakumarGC98,Filtering with Approximate Predicates,"Hector Garcia-Molina, Narayanan Shivakumar, Chandra Chekuri",VLDB,1998,,,,,,,,
acm,671340,Scalable Sweeping-Based Spatial Join,"Lars Arge, Octavian Procopiuc, Sridhar Ramaswamy, Torsten Suel, Jeffrey Scott Vitter",Very Large Data Bases,1998,,,,,,,,
dblp,conf/sigmod/GibbonsM98,New Sampling-Based Summary Statistics for Improving Approximate Query Answers,"Phillip B. Gibbons, Yossi Matias",SIGMOD Conference,1998,,,,,,,,
dblp,journals/sigmod/RashidS00,Object Database Evolution Using Separation of Concerns,"Peter Sawyer, Awais Rashid",SIGMOD Record,2000,,,,,,,,
acm,273264,T2: a customizable parallel database for multi-dimensional data,"Chialin Chang, Anurag Acharya, Alan Sussman, Joel Saltz",ACM SIGMOD Record,1998,,,,,,,,
dblp,conf/vldb/JagadishKMPSS98,Optimal Histograms with Quality Guarantees,"S. Muthukrishnan, H. V. Jagadish, Kenneth C. Sevcik, Torsten Suel, Nick Koudas, Viswanath Poosala",VLDB,1998,,,,,,,,
acm,564697,Rate-based query optimization for streaming information sources,"Stratis D. Viglas, Jeffrey F. Naughton",International Conference on Management of Data,2002,,,,,,,,
dblp,journals/sigmod/Baeza-YatesN96,Integrating Contents and Structure in Text Retrieval,"Gonzalo Navarro, Ricardo A. Baeza-Yates",SIGMOD Record,1996,,,,,,,,
acm,672374,Analyzing energy behavior of spatial access methods for memory-resident data,"Ning An, Anand Sivasubramaniam, Narayanan Vijaykrishnan, Mahmut T. Kandemir, Mary Jane Irwin, Sudhanva Gurumurthi",Very Large Data Bases,2001,,,,,,,,
dblp,journals/sigmod/RossAJS02,Reminiscences on Influential Papers,"Theodore Johnson, Amr El Abbadi, Richard T. Snodgrass, Kenneth A. Ross",SIGMOD Record,2002,,,,,,,,
acm,277954,Keynote address,Larry J. Ellison,International Conference on Management of Data,1995,,,,,,,,
dblp,conf/vldb/GoodmanRS94,Building a Laboratory Information System Around a C++-Based Object-Oriented DBMS,"Nathan Goodman, Steve Rozen, Lincoln Stein",VLDB,1994,,,,,,,,
acm,872846,GridDB: a relational interface for the grid,"David T. Liu, Michael J. Franklin, Devesh Parekh",International Conference on Management of Data,2003,,,,,,,,
acm,310066,The OASIS multidatabase prototype,"Mark Roantree, John Murphy, Wilhelm Hasselbring",ACM SIGMOD Record,1999,,,,,,,,
dblp,journals/sigmod/GobleR02,Report on the 18th British National Conference on Databases (BNCOD),"Carole A. Goble, Brian J. Read",SIGMOD Record,2002,,,,,,,,
acm,765238,Optimizing database architecture for the new bottleneck: memory access,"Stefan Manegold, Peter A. Boncz, Martin L. Kersten",The VLDB Journal &mdash, The International Journal on Very Large Data Bases,2000,,,,,,,
acm,564758,The SDSS skyserver: public access to the sloan digital sky server data,"Alexander S. Szalay, Jim Gray, Ani R. Thakar, Peter Z. Kunszt, Tanu Malik, Jordan Raddick, Christopher Stoughton, Jan vandenBerg",International Conference on Management of Data,2002,,,,,,,,
acm,601876,Standards,Jim Melton,ACM SIGMOD Record,2002,,,,,,,,
acm,767095,Searching in metric spaces by spatial approximation,Gonzalo Navarro,The VLDB Journal &mdash, The International Journal on Very Large Data Bases,2002,,,,,,,
acm,191889,Distributed file organization with scalable cost/performance,"Radek Vingralek, Yuri Breitbart, Gerhard Weikum",International Conference on Management of Data,1994,,,,,,,,
acm,673647,Innovation in Database Management: Computer Science vs. Engineering,Kenneth R. Jacobs,Very Large Data Bases,1997,,,,,,,,
dblp,journals/sigmod/ChrysanthisSZ03,Report on the 4th International Conference on Mobile Data Management,"Panos K. Chrysanthis, Arkady B. Zaslavsky, Morris Sloman",SIGMOD Record,2003,,,,,,,,
dblp,journals/tods/MumickFPR96,Magic Conditions,"Hamid Pirahesh, Inderpal Singh Mumick, Raghu Ramakrishnan, Sheldon J. Finkelstein",ACM Trans. Database Syst.,1996,,,,,,,,
acm,507356,What will be,Michael Dertouzos,ACM SIGMOD Record,2002,,,,,,,,
dblp,journals/sigmod/Zhang95,Application of OODB and SGML Techniques in Text Database: An Electronic Dictionary System,Jian Zhang,SIGMOD Record,1995,,,,,,,,
acm,202667,The third manifesto,"Hugh Darwen, C. J. Date",ACM SIGMOD Record,1995,,,,,,,,
dblp,journals/sigmod/BergamaschiCV99,Semantic Integration of Semistructured and Structured Data Sources,"Sonia Bergamaschi, Maurizio Vincini, Silvana Castano",SIGMOD Record,1999,,,,,,,,
dblp,conf/sigmod/GarofalakisRRS99,"Of Crawlers, Portals, Mice and Men: Is there more to Mining the Web? (Panel)","Kyuseok Shim, Rajeev Rastogi, Minos N. Garofalakis, Sridhar Ramaswamy",SIGMOD Conference,1999,,,,,,,,
dblp,journals/tods/MamoulisP01,Multiway spatial joins,"Dimitris Papadias, Nikos Mamoulis",ACM Trans. Database Syst.,2001,,,,,,,,
dblp,conf/vldb/MeekPK03,OASIS: An Online and Accurate Technique for Local-alignment Searches on Biological Sequences,"Shruti Kasetty, Colin Meek, Jignesh M. Patel",VLDB,2003,,,,,,,,
acm,375666,Iceberg-cube computation with PC clusters,"Raymond T. Ng, Alan Wagner, Yu Yin",International Conference on Management of Data,2001,,,,,,,,
acm,671697,Mining Frequent Itemsets Using Support Constraints,"Ke Wang, Yu He, Jiawei Han",Very Large Data Bases,2000,,,,,,,,
acm,191932,Sybase replication server,"Alex Gorelik, Yongdong Wang, Mark Deppe",International Conference on Management of Data,1994,,,,,,,,
acm,181560,A consensus glossary of temporal database concepts,"Curtis Dyreson, Fabio Grandi, Wolfgang K&#228;fer, Nick Kline, Nikos Lorentzos, Yannis Mitsopoulos, Angelo Montanari, Daniel Nonen, Elisa Peressi, Barbara Pernici, John F. Roddick, Nandlal L. Sarda, Maria Rita Scalas, Arie Segev, Richard Thomas Snodgrass, Mike D. Soo, Abdullah Tansel, Paolo Tiberio, Gio Wiederhold",ACM SIGMOD Record,1994,,,,,,,,
dblp,conf/sigmod/Golding95,Things Every Update Replication Customer Should Know,Rob Golding,SIGMOD Conference,1995,,,,,,,,
acm,764223,Optimizing multiple dimensional queries simultaneously in multidimensional databases,"Weifa Liang, Maria E. Orlowska, Jeffrey X. Yu",The VLDB Journal &mdash, The International Journal on Very Large Data Bases,2000,,,,,,,
dblp,journals/sigmod/Bernstein01,Report on the 2001 SIGMOD and PODS Awards,Philip A. Bernstein,SIGMOD Record,2001,,,,,,,,
dblp,conf/sigmod/IpeirotisGS01,"Probe, Count, and Classify: Categorizing Hidden Web Databases","Mehran Sahami, Panagiotis G. Ipeirotis, Luis Gravano",SIGMOD Conference,2001,,,,,,,,
dblp,journals/sigmod/BargaL02,Phoenix Project: Fault-Tolerant Applications,"Roger S. Barga, David B. Lomet",SIGMOD Record,2002,,,,,,,,
acm,671331,MindReader: Querying Databases Through Multiple Examples,"Yoshiharu Ishikawa, Ravishankar Subramanya, Christos Faloutsos",Very Large Data Bases,1998,,,,,,,,
acm,335465,Handling very large databases with informix extended parallel server,Andreas Weininger,International Conference on Management of Data,2000,,,,,,,,
dblp,journals/vldb/AnGSVKI02,Energy-performance trade-offs for spatial access methods on memory-resident data,"Mahmut T. Kandemir, Ning An, Mary Jane Irwin, Anand Sivasubramaniam, Sudhanva Gurumurthi, Narayanan Vijaykrishnan",VLDB J.,2002,,,,,,,,
